"participant","session","run","collisions","duration","distance","cumrun","fluency","absorption","flow","pi1","pi2","pi3","comp1","comp2","comp3"
"07",3,5,21,199.57508940492,24198.5771999988,15,4.5,4.8,4.66666666666667,2,2,2,5,4,4
"07",4,1,20,202.029337080194,24196.754399999,16,3.25,4.8,4.11111111111111,4,1,2,NA,NA,NA
"07",4,2,30,206.612272821583,24197.4175999997,17,2.75,4.4,3.66666666666667,3,3,2,NA,NA,NA
"07",4,3,17,188.415143285481,24196.6784000006,18,4,5,4.55555555555556,3,1,1,NA,NA,NA
"07",4,4,23,183.87382432129,24198.2019999999,19,4.25,5.2,4.77777777777778,1,2,1,NA,NA,NA
"07",4,5,28,196.198590441166,24198.6039999989,20,4,4.8,4.44444444444444,3,3,2,4,4,4
"07",5,1,25,226.889281475493,24197.9228000019,21,3.5,4.2,3.88888888888889,3,2,3,NA,NA,NA
"07",5,2,25,188.692404278165,24197.6483999999,22,4.25,4.8,4.55555555555556,2,2,1,NA,NA,NA
"07",5,3,31,189.779291939773,24197.5327999995,23,4,5.4,4.77777777777778,1,2,2,NA,NA,NA
"07",5,4,22,193.959778836017,24197.6139999997,24,4,5.2,4.66666666666667,3,2,3,NA,NA,NA
"07",5,5,29,188.244214657209,24197.2855999996,25,4.25,5.2,4.77777777777778,4,2,1,3,4,4
"07",6,1,32,191.771965236743,24197.9131999994,26,3.25,4.2,3.77777777777778,4,1,2,NA,NA,NA
"07",6,2,31,205.00575511048,24196.6703999984,27,3.75,3.8,3.77777777777778,2,3,1,NA,NA,NA
"07",6,3,21,179.845139375829,24198.3348000003,28,4.75,4.6,4.66666666666667,2,1,1,NA,NA,NA
"07",6,4,23,201.907897264756,24197.9747999983,29,4.25,4.2,4.22222222222222,2,2,1,NA,NA,NA
"07",6,5,32,208.039809370651,24197.3480000015,30,3.5,4.4,4,3,2,3,3,4,4
"07",7,1,25,204.481088316289,24196.8983999992,31,4.25,5.4,4.88888888888889,2,2,1,NA,NA,NA
"07",7,2,19,198.792582099759,24197.238399999,32,3.75,4,3.88888888888889,2,1,3,NA,NA,NA
"07",7,3,19,188.675056472346,24197.7088000004,33,4.75,5,4.88888888888889,1,2,1,NA,NA,NA
"07",7,4,18,207.137770826502,24198.2139999994,34,3.75,4.6,4.22222222222222,3,2,3,NA,NA,NA
"07",7,5,20,189.106828003457,24196.6915999998,35,4.5,5.6,5.11111111111111,5,1,1,3,4,4
"07",8,1,17,198.956588479362,24198.5396000002,36,4.5,5.4,5,2,1,1,NA,NA,NA
"07",8,2,22,184.721350237141,24196.8124000001,37,4.5,5.4,5,1,1,2,NA,NA,NA
"07",8,3,21,187.205332555093,24197.7624000001,38,4.5,5.2,4.88888888888889,2,2,2,NA,NA,NA
"07",8,4,22,195.247345583791,24197.5735999995,39,3.75,4.2,4,1,2,2,NA,NA,NA
"07",8,5,16,195.919513082946,24196.7323999994,40,4,5.2,4.66666666666667,3,1,2,3,4,4
"08",1,1,28,200.217562289089,24197.8911999991,1,4.75,6.8,5.88888888888889,3,6,2,NA,NA,NA
"08",1,2,19,190.655129595781,24196.6359999995,2,5.5,6.8,6.22222222222222,5,2,2,NA,NA,NA
"08",1,3,16,188.979673592566,24196.9380000003,3,5,6.2,5.66666666666667,4,2,3,NA,NA,NA
"08",1,4,15,193.249027870121,24196.9496,4,5.25,6.8,6.11111111111111,4,2,2,NA,NA,NA
"08",1,5,13,183.223740424682,24197.5988000005,5,6,7,6.55555555555556,4,2,2,2,4,4
"08",2,1,19,184.384696179311,24198.4108000006,6,3.5,2.4,2.88888888888889,2,1,4,NA,NA,NA
"08",2,2,17,179.6851961837,24198.8904000001,7,3.5,3.6,3.55555555555556,4,2,3,NA,NA,NA
"08",2,3,16,170.6570569178,24196.7327999996,8,4.5,4.8,4.66666666666667,4,2,2,NA,NA,NA
"08",2,4,11,175.345658875492,24196.4571999995,9,4.75,5.4,5.11111111111111,4,2,2,NA,NA,NA
"08",2,5,20,182.804112772591,24199.0335999999,10,2.75,3.2,3,5,2,5,5,4,4
"08",3,1,20,198.065745668176,24197.8079999997,11,3.25,4.4,3.88888888888889,5,3,2,NA,NA,NA
"08",3,2,21,169.711581414207,24199.229599999,12,4.75,5.6,5.22222222222222,5,2,4,NA,NA,NA
"08",3,3,14,181.741331048676,24197.8036,13,4.5,5,4.77777777777778,5,2,3,NA,NA,NA
"08",3,4,14,193.868205608447,24198.9804,14,4.25,5,4.66666666666667,5,3,4,NA,NA,NA
"08",3,5,14,176.189566757843,24197.7687999989,15,5,6.2,5.66666666666667,7,5,2,6,4,4
"08",4,1,16,178.408467698777,24198.2851999995,16,3.5,4,3.77777777777778,5,2,3,NA,NA,NA
"08",4,2,7,174.497065143215,24197.6407999993,17,5.5,5,5.22222222222222,5,3,3,NA,NA,NA
"08",4,3,15,190.689122171231,24197.5891999999,18,3,5,4.11111111111111,5,2,3,NA,NA,NA
"08",4,4,13,180.10999343421,24198.7563999999,19,5,5,5,6,3,2,NA,NA,NA
"08",4,5,25,168.074223899523,24197.3495999988,20,6,6,6,5,5,4,5,5,4
"08",5,1,17,193.23198561331,24198.3196000006,21,3,3.2,3.11111111111111,5,2,2,NA,NA,NA
"08",5,2,13,171.810670501947,24196.6779999988,22,4,4.6,4.33333333333333,5,2,3,NA,NA,NA
"08",5,3,17,185.150127183037,24199.0444000002,23,4.25,4.6,4.44444444444444,5,2,3,NA,NA,NA
"08",5,4,13,171.797637196887,24196.9735999987,24,5.25,5.4,5.33333333333333,6,2,3,NA,NA,NA
"08",5,5,12,171.054662740039,24197.6939999994,25,5.25,5.8,5.55555555555556,6,4,2,6,4,4
"08",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08",6,2,15,172.673500714726,24196.6843999997,26,3.5,5.2,4.44444444444444,6,3,2,NA,NA,NA
"08",6,3,11,174.764437577699,24199.3923999996,27,4.75,6,5.44444444444444,6,2,3,NA,NA,NA
"08",6,4,12,177.138366738013,24198.4843999988,28,4.5,6,5.33333333333333,6,3,2,NA,NA,NA
"08",6,5,12,168.912508158459,24199.1783999987,29,5.5,6,5.77777777777778,7,7,3,6,4,4
"08",7,1,15,180.942987901212,24198.9440000004,30,2.5,3.4,3,5,2,3,NA,NA,NA
"08",7,2,8,166.001269514488,24199.0723999993,31,5.25,5.8,5.55555555555556,6,3,2,NA,NA,NA
"08",7,3,8,166.534069653362,24197.8443999992,32,5.25,5.6,5.44444444444444,6,4,3,NA,NA,NA
"08",7,4,13,170.82547186832,24198.9731999992,33,4,4.6,4.33333333333333,6,3,2,NA,NA,NA
"08",7,5,15,166.025578998081,24199.2691999992,34,5,5.6,5.33333333333333,6,4,2,6,4,4
"08",8,1,8,170.002361533578,24196.6963999994,35,5.5,5.8,5.66666666666667,7,4,4,NA,NA,NA
"08",8,2,14,172.285807490396,24198.1303999989,36,3,5.6,4.44444444444444,6,4,3,NA,NA,NA
"08",8,3,13,167.470256769843,24199.6643999991,37,5.25,6,5.66666666666667,6,4,3,NA,NA,NA
"08",8,4,12,173.460925713361,24198.1203999993,38,2.75,6,4.55555555555556,6,4,3,NA,NA,NA
"08",8,5,16,167.374377433823,24197.339999999,39,5.5,5.8,5.66666666666667,6,4,2,5,4,4
"09",1,1,26,233.013251774201,24197.2728000014,1,4.75,6,5.44444444444444,6,7,5,NA,NA,NA
"09",1,2,22,198.218481779146,24197.8656000001,2,5.25,6,5.66666666666667,6,5,4,NA,NA,NA
"09",1,3,22,206.730742467995,24198.1099999995,3,5.5,5.8,5.66666666666667,6,5,5,NA,NA,NA
"09",1,4,25,197.309687475314,24198.7075999993,4,5,5.2,5.11111111111111,6,5,6,NA,NA,NA
"09",1,5,24,192.388221419927,24197.0719999991,5,6,6.6,6.33333333333333,6,4,4,1,6,3
"09",2,1,27,198.501228555741,24196.4491999997,6,4,3.8,3.88888888888889,5,3,5,NA,NA,NA
"09",2,2,26,199.566065042506,24197.7735999986,7,4.75,5,4.88888888888889,5,4,4,NA,NA,NA
"09",2,3,16,192.607181065564,24198.7856000005,8,6.25,6,6.11111111111111,6,6,5,NA,NA,NA
"09",2,4,17,183.418123428039,24198.1371999995,9,6,6,6,5,5,3,NA,NA,NA
"09",2,5,18,187.497974918836,24196.9311999997,10,5.75,6.6,6.22222222222222,5,5,4,1,6,2
"09",3,1,29,200.262832729864,24197.0955999994,11,3.5,4.4,4,5,5,4,NA,NA,NA
"09",3,2,15,196.113553784253,24198.5623999994,12,4.5,5,4.77777777777778,5,5,4,NA,NA,NA
"09",3,3,19,192.751987474043,24196.8263999997,13,5,5,5,4,4,4,NA,NA,NA
"09",3,4,25,196.987121982522,24197.1747999994,14,4.5,5,4.77777777777778,5,5,3,NA,NA,NA
"09",3,5,23,187.030396461056,24197.0724000003,15,6,6,6,5,4,3,1,6,3
"09",4,1,20,200.126029149347,24198.0295999991,16,5.75,5.4,5.55555555555556,5,4,3,NA,NA,NA
"09",4,2,10,178.441378380507,24198.8347999998,17,6.25,6,6.11111111111111,6,5,3,NA,NA,NA
"09",4,3,24,178.939704264248,24198.1480000005,18,5.75,6,5.88888888888889,6,5,5,NA,NA,NA
"09",4,4,15,181.187681927419,24198.2416000004,19,6,6,6,7,6,3,NA,NA,NA
"09",4,5,17,178.110501913049,24198.0087999988,20,6,6,6,6,3,3,1,6,2
"09",5,1,18,164.230901394076,24199.1211999996,21,7,7,7,6,5,3,NA,NA,NA
"09",5,2,17,180.868367202892,24197.5416000004,22,5.75,6.2,6,5,5,4,NA,NA,NA
"09",5,3,19,181.319322922521,24197.1068000002,23,6,6,6,5,5,4,NA,NA,NA
"09",5,4,19,178.766536659508,24198.1068000005,24,5.5,5.6,5.55555555555556,5,4,4,NA,NA,NA
"09",5,5,11,174.006507509687,24196.5879999989,25,7,7,7,6,6,5,1,6,2
"09",6,1,14,172.539901905879,24198.5687999986,26,5.25,4.8,5,6,5,5,NA,NA,NA
"09",6,2,23,182.6684419214,24197.6608000006,27,3.75,4,3.88888888888889,5,4,4,NA,NA,NA
"09",6,3,24,171.464668294173,24197.5315999989,28,4.25,4.2,4.22222222222222,5,5,3,NA,NA,NA
"09",6,4,22,185.022319008985,24198.2016,29,5,5,5,5,4,4,NA,NA,NA
"09",6,5,17,177.7138971872,24196.5071999993,30,4.75,5,4.88888888888889,5,4,3,1,6,3
"09",7,1,22,182.141481255551,24196.9871999996,31,3.25,4.2,3.77777777777778,5,4,4,NA,NA,NA
"09",7,2,23,191.882394776038,24197.4095999992,32,3.5,4,3.77777777777778,5,4,4,NA,NA,NA
"09",7,3,17,183.747134322761,24197.7700000006,33,4.75,5,4.88888888888889,5,4,4,NA,NA,NA
"09",7,4,21,180.075232576085,24197.3392000005,34,4.5,5,4.77777777777778,5,4,4,NA,NA,NA
"09",7,5,11,178.050599759458,24197.7695999995,35,5,5,5,6,4,4,1,6,4
"09",8,1,27,181.958286603146,24197.0943999996,36,4.75,5,4.88888888888889,6,4,3,NA,NA,NA
"09",8,2,14,181.989746096607,24199.2872000002,37,4.75,5,4.88888888888889,6,5,4,NA,NA,NA
"09",8,3,10,168.538347116707,24196.7327999995,38,6,6,6,5,5,3,NA,NA,NA
"09",8,4,15,174.851758355358,24196.8659999991,39,5,5,5,5,4,4,NA,NA,NA
"09",8,5,14,176.316275758492,24198.6763999992,40,5,5,5,5,3,3,1,5,3
"10",1,1,27,283.041377914745,24197.0132000015,1,3,6,4.66666666666667,5,3,1,NA,NA,NA
"10",1,2,34,204.202126751772,24197.5340000003,2,4.25,5.4,4.88888888888889,5,3,1,NA,NA,NA
"10",1,3,25,193.690229327378,24196.5659999996,3,4.5,6,5.33333333333333,6,4,1,NA,NA,NA
"10",1,4,20,209.220711875482,24197.6607999988,4,5.5,5.8,5.66666666666667,6,5,1,NA,NA,NA
"10",1,5,20,203.710448707321,24196.7903999996,5,4.5,6,5.33333333333333,6,6,1,2,2,4
"10",2,1,21,191.078786191333,24198.0523999988,6,4.75,4.6,4.66666666666667,5,4,1,NA,NA,NA
"10",2,2,19,196.572091314324,24197.646800001,7,4.5,4.8,4.66666666666667,6,5,1,NA,NA,NA
"10",2,3,23,197.300144651961,24197.9927999988,8,4,4,4,5,4,1,NA,NA,NA
"10",2,4,21,183.483109268672,24198.2355999998,9,5.5,5,5.22222222222222,5,4,1,NA,NA,NA
"10",2,5,24,191.604383346958,24197.7395999989,10,4.5,3.8,4.11111111111111,5,5,1,2,2,4
"10",3,1,15,182.279862988616,24197.9083999999,11,5.75,5.4,5.55555555555556,6,5,1,NA,NA,NA
"10",3,2,24,179.5840696594,24198.725600001,12,4.75,6.2,5.55555555555556,6,5,1,NA,NA,NA
"10",3,3,17,189.111612004904,24197.4312000012,13,4.5,5.8,5.22222222222222,6,5,1,NA,NA,NA
"10",3,4,18,178.888923157718,24198.4224000001,14,5,5.6,5.33333333333333,6,5,1,NA,NA,NA
"10",3,5,24,203.100226328684,24197.0735999983,15,4,5.4,4.77777777777778,6,5,1,2,3,4
"10",4,1,17,191.740441929412,24198.7375999989,16,4.5,4.4,4.44444444444444,6,5,1,NA,NA,NA
"10",4,2,23,193.096815601869,24197.6775999999,17,4,4.2,4.11111111111111,5,5,1,NA,NA,NA
"10",4,3,14,187.314274568701,24198.6824000003,18,5,5.6,5.33333333333333,6,5,1,NA,NA,NA
"10",4,4,13,186.89140351476,24197.2876,19,4.5,5,4.77777777777778,6,5,1,NA,NA,NA
"10",4,5,19,179.516118745063,24197.9536000003,20,4.5,4.6,4.55555555555556,6,5,1,2,3,4
"10",5,1,20,214.035734191023,24196.4616,21,3.75,3.8,3.77777777777778,6,5,1,NA,NA,NA
"10",5,2,17,180.211171987648,24196.5504000007,22,5.5,6.4,6,6,5,1,NA,NA,NA
"10",5,3,13,181.057910132774,24199.0255999997,23,4.75,6.4,5.66666666666667,6,5,1,NA,NA,NA
"10",5,4,21,179.191898842441,24197.9448000008,24,5.75,6.2,6,6,5,1,NA,NA,NA
"10",5,5,19,204.37157721863,24198.072,25,3.75,4.4,4.11111111111111,6,6,1,3,2,4
"10",6,1,17,194.469905267867,24198.1251999998,26,4.5,3.8,4.11111111111111,6,5,1,NA,NA,NA
"10",6,2,11,177.717711410157,24196.9032000002,27,6,6,6,6,5,1,NA,NA,NA
"10",6,3,24,179.124946453366,24196.7768000005,28,5,6,5.55555555555556,6,4,1,NA,NA,NA
"10",6,4,15,179.87194107615,24198.2679999998,29,5,4.8,4.88888888888889,6,4,1,NA,NA,NA
"10",6,5,16,170.716432386174,24197.3427999985,30,5.25,4.2,4.66666666666667,6,5,1,2,4,4
"10",7,1,18,195.521048789657,24198.3827999995,31,4,6.2,5.22222222222222,7,4,1,NA,NA,NA
"10",7,2,18,178.396849642307,24197.5635999999,32,5.25,6.2,5.77777777777778,6,5,1,NA,NA,NA
"10",7,3,19,169.37697308784,24196.8839999984,33,5.75,5.6,5.66666666666667,6,5,1,NA,NA,NA
"10",7,4,17,178.668124077486,24196.9316000005,34,5.75,5.6,5.66666666666667,6,5,1,NA,NA,NA
"10",7,5,16,170.835073969308,24197.9587999985,35,6,5.2,5.55555555555556,6,4,1,2,4,4
"10",8,1,14,183.364563193668,24197.8199999996,36,4.75,5.6,5.22222222222222,6,6,1,NA,NA,NA
"10",8,2,13,171.835399454745,24199.0959999986,37,5.5,6,5.77777777777778,6,6,1,NA,NA,NA
"10",8,3,11,170.64757729121,24196.4795999986,38,5.75,5.8,5.77777777777778,6,5,1,NA,NA,NA
"10",8,4,15,169.343064819632,24198.8859999992,39,6,6.2,6.11111111111111,6,5,1,NA,NA,NA
"10",8,5,14,169.34306579487,24197.3055999989,40,5.75,5.6,5.66666666666667,6,5,1,2,4,4
"11",1,1,29,242.434568162502,24196.9384000016,1,5.25,5.2,5.22222222222222,6,3,3,NA,NA,NA
"11",1,2,28,220.664796080326,24198.1324000019,2,5.5,5.6,5.55555555555556,6,5,4,NA,NA,NA
"11",1,3,23,204.405285688442,24197.1535999984,3,6,6.2,6.11111111111111,6,5,5,NA,NA,NA
"11",1,4,29,204.100101522199,24198.188,4,5.5,5.6,5.55555555555556,6,5,5,NA,NA,NA
"11",1,5,23,198.301610896911,24197.9863999994,5,6,5.2,5.55555555555556,6,6,5,3,5,3
"11",2,1,25,175.819740557631,24197.9012000003,6,5.5,4.6,5,6,5,5,NA,NA,NA
"11",2,2,21,179.498903589507,24197.9892000003,7,6,6,6,6,5,4,NA,NA,NA
"11",2,3,19,177.513210320156,24197.4180000005,8,5.25,4.8,5,6,5,4,NA,NA,NA
"11",2,4,22,195.317589671847,24197.0927999994,9,3.75,3.8,3.77777777777778,6,5,4,NA,NA,NA
"11",2,5,23,193.011761605202,24198.4231999997,10,4.75,4.4,4.55555555555556,6,5,4,3,5,3
"11",3,1,25,178.736293623057,24197.7707999996,11,5.25,4.8,5,6,5,5,NA,NA,NA
"11",3,2,23,186.450670208735,24198.4615999998,12,4.75,4.8,4.77777777777778,6,5,5,NA,NA,NA
"11",3,3,19,181.41413311722,24198.9103999996,13,5.75,5.4,5.55555555555556,6,5,5,NA,NA,NA
"11",3,4,14,180.44871363516,24197.3360000001,14,5.75,5.8,5.77777777777778,6,5,5,NA,NA,NA
"11",3,5,13,177.71901165362,24196.7111999995,15,6,6,6,6,5,5,3,5,4
"11",4,1,18,194.452900672572,24197.5367999995,16,5,5.2,5.11111111111111,6,5,5,NA,NA,NA
"11",4,2,18,188.95959689543,24197.2271999999,17,5.25,5,5.11111111111111,6,5,5,NA,NA,NA
"11",4,3,17,184.465617278864,24198.2527999989,18,5.75,5.8,5.77777777777778,6,5,5,NA,NA,NA
"11",4,4,20,186.80635737667,24198.1292000004,19,5,5,5,6,5,5,NA,NA,NA
"11",4,5,14,168.342741040861,24197.3899999993,20,6.25,6.2,6.22222222222222,6,5,5,4,3,4
"11",5,1,17,180.244034286442,24196.7131999992,21,5,5.4,5.22222222222222,6,5,5,NA,NA,NA
"11",5,2,19,179.668581708973,24197.8156000007,22,4.75,5,4.88888888888889,6,5,5,NA,NA,NA
"11",5,3,15,174.072543076871,24198.8703999988,23,5.5,5.4,5.44444444444444,6,5,5,NA,NA,NA
"11",5,4,17,177.464474396712,24198.3155999991,24,5,5,5,6,5,5,NA,NA,NA
"11",5,5,19,176.786285618434,24196.9195999999,25,5.25,5.6,5.44444444444444,6,5,5,3,4,3
"11",6,1,17,181.736732763308,24197.0244,26,3.75,5,4.44444444444444,6,5,5,NA,NA,NA
"11",6,2,12,172.496469644551,24196.7523999989,27,6,5.8,5.88888888888889,6,5,5,NA,NA,NA
"11",6,3,12,169.679996684197,24198.118799999,28,6,6,6,6,5,5,NA,NA,NA
"11",6,4,13,184.771618916659,24197.2196000002,29,3.5,5,4.33333333333333,6,5,5,NA,NA,NA
"11",6,5,14,171.47918406854,24196.9923999988,30,6,6,6,6,5,5,3,5,3
"11",7,1,14,174.141401982952,24198.1855999999,31,6,5.2,5.55555555555556,6,5,5,NA,NA,NA
"11",7,2,13,169.563642095377,24198.239599999,32,5.75,6,5.88888888888889,6,5,5,NA,NA,NA
"11",7,3,14,174.277042746154,24198.4468000007,33,5.5,5.6,5.55555555555556,6,5,5,NA,NA,NA
"11",7,4,15,173.242804570551,24197.5547999995,34,5.5,6,5.77777777777778,6,5,5,NA,NA,NA
"11",7,5,14,181.279318220717,24198.7416000004,35,4.75,5.2,5,6,5,5,3,5,3
"11",8,1,21,181.465818144404,24197.7487999997,36,4.5,5,4.77777777777778,6,5,5,NA,NA,NA
"11",8,2,18,180.957179484304,24197.6876000008,37,5.5,6,5.77777777777778,6,5,5,NA,NA,NA
"11",8,3,15,180.888359361629,24198.4252000001,38,5.25,5,5.11111111111111,6,5,5,NA,NA,NA
"11",8,4,17,181.398003492328,24197.8179999994,39,5,5,5,6,5,5,NA,NA,NA
"11",8,5,24,167.15607639236,24199.0707999986,40,5.25,5.2,5.22222222222222,6,5,5,3,4,3
"12",1,1,30,187.314996759774,24198.8696000003,1,5.5,6,5.77777777777778,5,1,1,NA,NA,NA
"12",1,2,16,179.871901366454,24197.7363999993,2,6,6,6,5,1,1,NA,NA,NA
"12",1,3,15,181.464641797791,24196.4935999992,3,5.75,6,5.88888888888889,5,2,2,NA,NA,NA
"12",1,4,17,182.584650350622,24198.7580000007,4,5.75,6.2,6,5,2,2,NA,NA,NA
"12",1,5,13,175.226331844959,24196.7339999995,5,6.5,6.2,6.33333333333333,5,2,2,3,5,4
"12",2,1,15,177.396698379788,24197.8159999995,6,4,2.6,3.22222222222222,3,2,2,NA,NA,NA
"12",2,2,13,168.427678772136,24199.4967999987,7,4.25,3.8,4,5,2,2,NA,NA,NA
"12",2,3,21,195.503286552782,24196.8956000002,8,2.75,3.6,3.22222222222222,4,2,2,NA,NA,NA
"12",2,4,12,164.290738016395,24196.4303999997,9,5.5,5.8,5.66666666666667,5,5,2,NA,NA,NA
"12",2,5,20,178.108794893263,24198.7676000002,10,3.25,3.8,3.55555555555556,5,3,2,3,5,4
"12",3,1,11,177.463344244613,24197.2535999995,11,2.5,3.4,3,5,3,3,NA,NA,NA
"12",3,2,11,166.155589840563,24197.03,12,4.25,4.6,4.44444444444444,5,4,2,NA,NA,NA
"12",3,3,18,163.1017582065,24197.5819999998,13,4.5,4.6,4.55555555555556,4,2,2,NA,NA,NA
"12",3,4,14,171.106349135915,24198.8675999988,14,3,5,4.11111111111111,4,2,1,NA,NA,NA
"12",3,5,11,163.358071283017,24197.6047999997,15,6,6,6,5,2,2,3,6,4
"12",4,1,12,172.089715489157,24197.9763999988,16,3.75,5,4.44444444444444,5,2,1,NA,NA,NA
"12",4,2,10,173.005270913597,24198.313599999,17,3,3.8,3.44444444444444,5,4,2,NA,NA,NA
"12",4,3,10,165.172220805419,24198.2655999996,18,4.25,3.8,4,5,2,2,NA,NA,NA
"12",4,4,13,168.783561937075,24196.6827999985,19,3.75,4.2,4,5,2,2,NA,NA,NA
"12",4,5,10,177.02253017506,24196.5507999994,20,2.75,4.2,3.55555555555556,5,2,2,3,5,5
"12",5,1,5,168.597101350338,24199.5139999994,21,5,4.6,4.77777777777778,5,2,2,NA,NA,NA
"12",5,2,11,160.933596566189,24197.706,22,5.75,5.4,5.55555555555556,5,4,2,NA,NA,NA
"12",5,3,11,163.527658832665,24197.8271999994,23,5,5,5,5,4,2,NA,NA,NA
"12",5,4,8,167.969778608897,24197.9535999998,24,3.75,4,3.88888888888889,5,4,2,NA,NA,NA
"12",5,5,8,166.087809896954,24198.0723999992,25,3.75,4.2,4,4,4,2,3,5,4
"12",6,1,4,161.629013901547,24197.8627999999,26,6,5.2,5.55555555555556,5,3,2,NA,NA,NA
"12",6,2,7,163.816168880216,24198.7351999998,27,4.25,5.8,5.11111111111111,5,3,2,NA,NA,NA
"12",6,3,10,170.34372279997,24196.484399999,28,3,3.4,3.22222222222222,4,3,2,NA,NA,NA
"12",6,4,12,173.056468054335,24198.0831999994,29,2.75,3,2.88888888888889,4,3,3,NA,NA,NA
"12",6,5,10,160.170909932274,24197.9184,30,4.75,5.2,5,5,5,3,2,6,4
"12",7,1,12,166.698459219643,24197.1291999992,31,2,3.4,2.77777777777778,4,3,2,NA,NA,NA
"12",7,2,7,167.156238921893,24196.7571999993,32,2.5,3,2.77777777777778,4,3,2,NA,NA,NA
"12",7,3,4,160.000370347073,24198.2527999998,33,4.75,4.8,4.77777777777778,4,4,2,NA,NA,NA
"12",7,4,9,179.973981594311,24197.6655999995,34,3.75,4.2,4,5,3,3,NA,NA,NA
"12",7,5,5,167.529250348282,24196.9495999995,35,3.5,4.4,4,5,3,2,4,4,4
"12",8,1,13,173.615465785053,24196.8687999992,36,2,4,3.11111111111111,4,3,2,NA,NA,NA
"12",8,2,9,161.425086247461,24196.484,37,5,5,5,5,3,2,NA,NA,NA
"12",8,3,8,161.441045502088,24197.5320000001,38,4.25,5,4.66666666666667,5,3,2,NA,NA,NA
"12",8,4,11,172.988145271201,24199.0031999988,39,3.5,4,3.77777777777778,4,3,2,NA,NA,NA
"12",8,5,10,168.08725975663,24197.6359999993,40,3,4.2,3.66666666666667,5,4,3,3,5,5
"13",1,1,24,227.904930737279,24197.8196000022,1,4.25,5.2,4.77777777777778,6,4,3,NA,NA,NA
"13",1,2,25,211.272383633825,24196.4347999992,2,4.25,5.4,4.88888888888889,5,3,2,NA,NA,NA
"13",1,3,14,178.431149682913,24197.5775999995,3,5.5,6,5.77777777777778,6,3,2,NA,NA,NA
"13",1,4,23,198.912410823499,24197.4175999987,4,4.5,5,4.77777777777778,5,3,2,NA,NA,NA
"13",1,5,20,180.669172463043,24196.6823999997,5,4.5,4.8,4.66666666666667,5,3,2,5,4,4
"13",2,1,18,166.511797212867,24197.577199999,6,5.25,5.4,5.33333333333333,6,3,2,NA,NA,NA
"13",2,2,24,177.515381700923,24196.6272000003,7,5,5,5,5,3,2,NA,NA,NA
"13",2,3,18,181.262363948174,24198.3223999996,8,4,4.6,4.33333333333333,5,3,2,NA,NA,NA
"13",2,4,14,178.956526562319,24198.9124,9,4.5,4.8,4.66666666666667,5,3,2,NA,NA,NA
"13",2,5,11,170.869148387858,24198.0555999993,10,5.5,5.8,5.66666666666667,5,3,2,5,5,4
"13",3,1,14,180.228132355429,24198.1959999999,11,4,4.8,4.44444444444444,5,3,2,NA,NA,NA
"13",3,2,13,175.480822915757,24196.9547999994,12,4.75,4.2,4.44444444444444,5,3,2,NA,NA,NA
"13",3,3,9,182.126054659176,24197.5879999998,13,4,4.2,4.11111111111111,5,3,2,NA,NA,NA
"13",3,4,11,171.564291604028,24197.6243999987,14,4.25,5,4.66666666666667,5,3,2,NA,NA,NA
"13",3,5,16,190.180518543911,24198.3684000004,15,3.25,3.8,3.55555555555556,5,3,2,4,3,4
"13",4,1,14,172.564616114544,24197.4715999981,16,5,5,5,5,3,2,NA,NA,NA
"13",4,2,17,170.920020957869,24197.865999999,17,4.25,4.4,4.33333333333333,5,3,2,NA,NA,NA
"13",4,3,14,174.378766430935,24196.5603999997,18,4.25,4.8,4.55555555555556,5,3,2,NA,NA,NA
"13",4,4,14,165.681022498258,24196.785999999,19,5.5,5.4,5.44444444444444,5,3,3,NA,NA,NA
"13",4,5,15,162.747865081645,24196.7527999995,20,5.5,5.6,5.55555555555556,5,3,2,4,5,4
"13",5,1,17,190.248151072054,24198.2512000005,21,3,4,3.55555555555556,5,3,2,NA,NA,NA
"13",5,2,11,166.850713849296,24197.4843999992,22,5.25,5,5.11111111111111,5,3,2,NA,NA,NA
"13",5,3,15,173.885916013542,24198.7495999983,23,4.25,5,4.66666666666667,5,3,2,NA,NA,NA
"13",5,4,14,171.513260057256,24196.7267999986,24,4.25,5,4.66666666666667,5,3,2,NA,NA,NA
"13",5,5,15,173.64954410096,24197.2187999992,25,4,5,4.55555555555556,5,3,2,4,4,4
"13",6,1,14,168.7499825676,24199.0519999989,26,4.25,4.4,4.33333333333333,5,3,2,NA,NA,NA
"13",6,2,12,173.005609331869,24197.4147999992,27,4,4.2,4.11111111111111,5,3,2,NA,NA,NA
"13",6,3,15,171.461731858967,24197.5247999984,28,4.25,5,4.66666666666667,5,3,2,NA,NA,NA
"13",6,4,10,172.039189254425,24196.4847999993,29,4.25,4.4,4.33333333333333,5,3,2,NA,NA,NA
"13",6,5,11,169.173852716455,24197.4551999994,30,5,5,5,5,3,2,4,5,4
"13",7,1,23,169.021254849986,24196.5167999986,31,4,4.8,4.44444444444444,5,3,2,NA,NA,NA
"13",7,2,16,174.734985339717,24197.4724,32,4,4.2,4.11111111111111,5,3,2,NA,NA,NA
"13",7,3,9,164.849406493825,24197.0531999997,33,6,5.8,5.88888888888889,5,3,2,NA,NA,NA
"13",7,4,11,172.446100969437,24196.8399999996,34,4.25,4.2,4.22222222222222,5,3,2,NA,NA,NA
